Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
29,Brazil,Amazon Music,EDM,59,237,Post Malone,Premium
55,Germany,Deezer,Rock,293,182,Billie Eilish,Free
18,Brazil,YouTube,Hip-Hop,373,407,Ed Sheeran,Free
16,India,Tidal,Country,217,313,Taylor Swift,Premium
19,France,Tidal,Reggae,529,393,BTS,Free
45,South Korea,Amazon Music,Hip-Hop,478,161,The Weeknd,Premium
32,Canada,Amazon Music,EDM,299,406,Drake,Premium
14,India,Amazon Music,Hip-Hop,223,372,Adele,Free
44,India,Spotify,Hip-Hop,460,457,Post Malone,Premium
29,India,Amazon Music,Jazz,434,242,Taylor Swift,Free
51,UK,Tidal,Hip-Hop,522,1,Ed Sheeran,Premium
32,France,Tidal,Jazz,549,212,Taylor Swift,Free
42,Canada,Deezer,Reggae,201,326,Taylor Swift,Free
37,Brazil,Deezer,Country,587,264,Bad Bunny,Free
18,India,Spotify,Hip-Hop,128,337,Ed Sheeran,Free
34,USA,Amazon Music,Rock,14,247,Billie Eilish,Premium
53,Japan,YouTube,R&B,390,288,Post Malone,Premium
39,Australia,Tidal,R&B,443,425,Drake,Free
30,South Korea,Spotify,Jazz,547,13,BTS,Free
26,India,Spotify,EDM,502,38,Taylor Swift,Free
42,Australia,Apple Music,Classical,105,320,Ed Sheeran,Premium
21,India,Amazon Music,Metal,297,440,Post Malone,Free
32,South Korea,YouTube,EDM,499,83,Post Malone,Premium
13,Japan,YouTube,Hip-Hop,553,425,Ed Sheeran,Free
48,South Korea,YouTube,Hip-Hop,542,379,Taylor Swift,Premium
18,Germany,Spotify,EDM,311,334,Ed Sheeran,Free
22,Australia,Tidal,Jazz,456,433,The Weeknd,Premium
34,France,Deezer,R&B,32,120,Bad Bunny,Premium
30,Germany,Amazon Music,EDM,239,20,Bad Bunny,Premium
56,France,Deezer,EDM,320,299,BTS,Premium
24,Brazil,Amazon Music,Hip-Hop,156,81,Post Malone,Premium
13,Australia,Amazon Music,Country,27,110,The Weeknd,Free
24,France,Apple Music,Reggae,481,303,Ed Sheeran,Free
32,Brazil,Deezer,Pop,353,126,Ed Sheeran,Free
57,Canada,YouTube,R&B,431,314,Drake,Premium
14,Brazil,Amazon Music,Classical,83,148,Post Malone,Free
28,USA,Amazon Music,Country,584,277,Taylor Swift,Premium
32,Canada,Deezer,Country,179,315,BTS,Premium
60,Germany,Tidal,Jazz,212,483,BTS,Premium
36,Canada,Deezer,Reggae,184,235,Billie Eilish,Free
52,Japan,Deezer,Rock,488,372,Dua Lipa,Free
41,Canada,Deezer,Pop,441,183,Adele,Premium
56,Brazil,Spotify,Country,221,232,Dua Lipa,Premium
35,South Korea,Amazon Music,EDM,486,304,Billie Eilish,Premium
41,Brazil,Deezer,Rock,393,102,Bad Bunny,Premium
32,Brazil,Spotify,Hip-Hop,310,30,Drake,Free
13,Japan,Spotify,Country,489,368,Billie Eilish,Premium
19,Canada,Apple Music,Hip-Hop,550,250,Dua Lipa,Premium
48,Germany,Tidal,Hip-Hop,580,238,Adele,Free
43,France,Amazon Music,Reggae,571,499,The Weeknd,Free
35,Germany,YouTube,EDM,264,286,Dua Lipa,Free
38,Canada,Spotify,EDM,318,421,Dua Lipa,Premium
44,Japan,Deezer,Reggae,82,434,Taylor Swift,Free
16,Canada,Amazon Music,Jazz,103,379,Adele,Free
29,France,Spotify,R&B,265,359,Billie Eilish,Free
52,USA,Apple Music,Hip-Hop,581,436,Post Malone,Premium
35,Germany,Amazon Music,EDM,225,347,Ed Sheeran,Free
19,UK,Amazon Music,Reggae,314,352,Dua Lipa,Premium
19,UK,Tidal,Classical,364,9,Bad Bunny,Premium
22,UK,Apple Music,Jazz,429,480,Bad Bunny,Premium
58,Australia,Spotify,Jazz,383,398,Adele,Free
47,India,Apple Music,Reggae,320,298,Taylor Swift,Free
28,Germany,Deezer,Metal,587,38,Ed Sheeran,Premium
32,Japan,YouTube,Classical,366,98,Billie Eilish,Free
28,India,Spotify,Jazz,81,379,Dua Lipa,Premium
56,France,Apple Music,Jazz,530,46,Post Malone,Free
29,Australia,Tidal,Rock,497,292,The Weeknd,Premium
33,Canada,YouTube,Jazz,383,363,Taylor Swift,Free
41,Germany,Tidal,EDM,94,26,Dua Lipa,Free
14,India,YouTube,Jazz,598,303,Drake,Premium
27,Germany,YouTube,R&B,505,483,Bad Bunny,Free
32,Australia,Apple Music,Metal,384,338,Bad Bunny,Free
26,UK,Tidal,Hip-Hop,405,25,Drake,Premium
28,USA,Tidal,EDM,152,95,BTS,Premium
37,South Korea,Apple Music,Rock,171,287,Taylor Swift,Premium
28,India,Tidal,Country,281,494,Dua Lipa,Premium
32,UK,YouTube,Reggae,421,177,Taylor Swift,Free
57,Canada,YouTube,Jazz,387,357,BTS,Free
58,Germany,Apple Music,Jazz,482,415,Taylor Swift,Free
29,France,Apple Music,Country,167,336,Drake,Premium
46,Brazil,Spotify,EDM,27,185,Adele,Premium
23,South Korea,Apple Music,Pop,145,274,BTS,Premium
40,South Korea,Tidal,Country,334,131,Drake,Premium
28,UK,Tidal,Reggae,243,208,Adele,Free
44,India,Tidal,Country,85,220,Drake,Free
36,Australia,Amazon Music,Classical,133,459,Taylor Swift,Free
39,USA,Apple Music,EDM,311,50,Bad Bunny,Free
21,Australia,Tidal,EDM,245,397,Adele,Free
19,USA,Apple Music,R&B,433,159,Drake,Premium
49,Canada,YouTube,EDM,380,487,Billie Eilish,Premium
21,Germany,Amazon Music,Hip-Hop,110,32,Post Malone,Free
30,Brazil,Apple Music,EDM,182,352,The Weeknd,Premium
35,USA,Apple Music,EDM,41,366,Post Malone,Premium
45,USA,Deezer,Pop,139,297,Adele,Free
27,Germany,Spotify,Metal,236,450,Ed Sheeran,Premium
33,South Korea,Tidal,Country,406,231,Post Malone,Free
22,UK,Amazon Music,EDM,272,151,BTS,Premium
39,Germany,Tidal,Classical,159,9,The Weeknd,Premium
24,Japan,YouTube,Pop,489,321,Ed Sheeran,Free
42,Canada,YouTube,Country,581,24,The Weeknd,Premium
47,Japan,Tidal,Jazz,400,195,Adele,Premium
26,Germany,Deezer,Country,218,330,Drake,Free
35,Canada,Amazon Music,R&B,158,172,Taylor Swift,Free
29,Japan,Deezer,Reggae,381,151,Drake,Premium
37,Brazil,Deezer,Pop,29,365,Billie Eilish,Free
43,France,Spotify,Jazz,306,373,Dua Lipa,Free
27,France,Apple Music,Pop,97,134,Drake,Free
38,France,Amazon Music,Classical,321,53,Drake,Free
19,Japan,Spotify,Hip-Hop,180,319,Dua Lipa,Free
56,Germany,Spotify,Metal,339,320,Taylor Swift,Free
37,USA,Spotify,Hip-Hop,288,193,The Weeknd,Free
46,India,Amazon Music,Rock,237,450,Bad Bunny,Free
55,Germany,Deezer,Country,392,339,Drake,Free
28,France,Tidal,Hip-Hop,488,389,Adele,Premium
57,Canada,Deezer,R&B,408,142,Billie Eilish,Free
53,South Korea,Tidal,Jazz,458,15,Post Malone,Premium
36,South Korea,Apple Music,Reggae,82,310,The Weeknd,Free
19,France,Apple Music,EDM,27,1,Dua Lipa,Premium
33,South Korea,YouTube,Hip-Hop,115,85,Dua Lipa,Free
49,Australia,Apple Music,R&B,502,264,Taylor Swift,Premium
41,Germany,Spotify,EDM,426,486,Drake,Free
34,France,Spotify,Reggae,454,131,Dua Lipa,Premium
19,South Korea,Amazon Music,Classical,138,18,BTS,Free
56,Japan,Tidal,Pop,339,271,Ed Sheeran,Premium
37,France,Apple Music,Rock,296,396,Post Malone,Free
23,France,Tidal,Rock,185,369,The Weeknd,Free
49,India,YouTube,EDM,577,101,Dua Lipa,Premium
41,Germany,Spotify,Hip-Hop,478,236,BTS,Premium
55,South Korea,Spotify,EDM,210,187,Adele,Premium
45,France,Tidal,Reggae,556,279,BTS,Premium
59,Canada,Amazon Music,Metal,430,388,Dua Lipa,Free
49,Brazil,Deezer,Metal,347,484,The Weeknd,Free
51,USA,Spotify,R&B,271,373,Post Malone,Free
19,Brazil,YouTube,Jazz,220,397,BTS,Premium
38,South Korea,Amazon Music,Country,22,229,Dua Lipa,Premium
24,Australia,YouTube,Reggae,518,329,Taylor Swift,Premium
60,Japan,Spotify,Jazz,333,222,Post Malone,Premium
42,Brazil,Apple Music,Jazz,87,298,Ed Sheeran,Free
53,Japan,Apple Music,Rock,94,322,Post Malone,Premium
30,UK,Deezer,Metal,141,81,Dua Lipa,Premium
28,South Korea,Tidal,R&B,132,176,Adele,Premium
14,Australia,Tidal,Reggae,489,317,Dua Lipa,Free
15,Brazil,YouTube,Pop,428,48,The Weeknd,Free
31,UK,Spotify,Rock,558,45,BTS,Free
26,South Korea,Tidal,Pop,570,291,Taylor Swift,Premium
37,Australia,Amazon Music,Reggae,95,201,Ed Sheeran,Premium
40,Australia,Amazon Music,R&B,598,136,Adele,Premium
44,USA,Tidal,Pop,207,76,Taylor Swift,Free
59,USA,Spotify,Hip-Hop,156,272,Drake,Free
46,France,Tidal,Rock,131,35,BTS,Free
15,South Korea,Apple Music,Metal,578,39,Drake,Premium
23,Brazil,YouTube,Rock,375,134,Dua Lipa,Free
58,Germany,YouTube,EDM,516,374,Post Malone,Free
33,Germany,Amazon Music,R&B,127,58,The Weeknd,Free
48,Australia,Apple Music,EDM,445,313,Billie Eilish,Free
17,South Korea,YouTube,Jazz,559,398,Ed Sheeran,Premium
53,USA,Apple Music,Rock,29,154,The Weeknd,Free
42,Australia,Spotify,Hip-Hop,174,443,Billie Eilish,Free
46,UK,Spotify,EDM,535,459,Adele,Premium
56,South Korea,Spotify,Rock,458,481,Dua Lipa,Premium
51,India,Deezer,Classical,411,397,Bad Bunny,Free
22,India,Amazon Music,Country,480,106,Taylor Swift,Free
26,South Korea,YouTube,Jazz,49,41,Adele,Premium
36,USA,Spotify,Rock,271,20,Post Malone,Free
41,Australia,Amazon Music,Metal,51,221,Drake,Premium
45,UK,Apple Music,Jazz,589,390,The Weeknd,Premium
31,France,Tidal,Metal,246,466,Dua Lipa,Premium
32,UK,Tidal,Pop,577,140,The Weeknd,Free
42,Australia,Spotify,Hip-Hop,379,461,Post Malone,Free
25,Australia,Amazon Music,Country,31,190,Billie Eilish,Free
57,Japan,Spotify,Pop,471,206,Drake,Premium
17,India,Amazon Music,Classical,82,366,Adele,Free
27,India,Tidal,Classical,228,26,Adele,Free
14,USA,Amazon Music,Reggae,158,362,Billie Eilish,Premium
33,India,Amazon Music,R&B,308,15,Bad Bunny,Premium
33,India,Apple Music,Rock,480,258,Drake,Free
19,Germany,Amazon Music,Metal,141,428,Adele,Free
53,Australia,YouTube,R&B,139,485,Taylor Swift,Premium
36,India,Deezer,Reggae,530,478,Adele,Free
24,Japan,Tidal,Rock,469,225,Dua Lipa,Premium
23,South Korea,YouTube,Hip-Hop,594,251,Taylor Swift,Free
39,Germany,Amazon Music,Pop,121,261,Dua Lipa,Premium
26,Canada,Spotify,Classical,146,419,Billie Eilish,Premium
22,USA,Deezer,R&B,202,443,Taylor Swift,Free
37,Japan,Apple Music,Pop,176,66,Adele,Free
34,Germany,YouTube,Reggae,435,238,Taylor Swift,Premium
35,Australia,Tidal,Hip-Hop,288,243,Post Malone,Premium
29,India,Spotify,Metal,242,113,Billie Eilish,Free
17,Brazil,Spotify,Jazz,214,366,Ed Sheeran,Premium
52,South Korea,Amazon Music,Hip-Hop,395,437,Ed Sheeran,Premium
34,Australia,YouTube,Classical,112,15,Ed Sheeran,Premium
54,South Korea,YouTube,Rock,147,123,Adele,Free
20,Germany,Deezer,Jazz,519,6,Bad Bunny,Premium
21,France,Deezer,EDM,64,235,The Weeknd,Premium
57,France,YouTube,Hip-Hop,266,445,Adele,Premium
48,Japan,Amazon Music,Classical,594,258,BTS,Premium
44,USA,Spotify,R&B,314,255,BTS,Premium
56,UK,Tidal,Jazz,31,425,Taylor Swift,Premium
31,USA,Apple Music,Rock,394,298,Taylor Swift,Free
16,Australia,Tidal,Metal,10,93,The Weeknd,Free
30,Japan,Amazon Music,Metal,474,467,Post Malone,Free
31,USA,Tidal,Reggae,296,10,The Weeknd,Free
27,South Korea,Amazon Music,R&B,464,182,Drake,Free
53,Germany,Spotify,Country,188,431,Ed Sheeran,Premium
43,Brazil,Amazon Music,Rock,65,427,The Weeknd,Free
33,South Korea,Amazon Music,EDM,318,111,Drake,Premium
53,Germany,Apple Music,EDM,588,70,Adele,Premium
53,Germany,Spotify,Country,111,214,Taylor Swift,Premium
46,Australia,Amazon Music,Classical,337,46,Ed Sheeran,Premium
32,Canada,Deezer,Pop,532,198,Ed Sheeran,Free
31,France,Deezer,Metal,454,3,Adele,Free
41,UK,Apple Music,EDM,83,472,Dua Lipa,Free
51,Germany,Spotify,Classical,507,401,Taylor Swift,Premium
49,India,Apple Music,Hip-Hop,395,64,Dua Lipa,Premium
55,Canada,Spotify,Pop,542,140,Adele,Free
39,Australia,YouTube,Pop,211,135,Ed Sheeran,Free
32,UK,Deezer,Classical,552,388,Dua Lipa,Free
32,Australia,Apple Music,Jazz,89,84,Ed Sheeran,Free
16,Germany,YouTube,Hip-Hop,514,170,Billie Eilish,Premium
22,Brazil,YouTube,Reggae,351,433,Taylor Swift,Free
56,Canada,YouTube,Hip-Hop,64,313,Drake,Premium
17,France,Spotify,Rock,474,265,Dua Lipa,Premium
26,South Korea,Deezer,Jazz,137,162,BTS,Free
36,France,Spotify,R&B,592,449,Post Malone,Free
34,France,YouTube,R&B,287,237,Bad Bunny,Free
20,Brazil,Tidal,Country,443,264,The Weeknd,Premium
57,Canada,Apple Music,Metal,204,407,Bad Bunny,Free
43,India,YouTube,R&B,122,466,Ed Sheeran,Free
49,Brazil,Deezer,R&B,20,448,Taylor Swift,Free
49,Brazil,Amazon Music,Country,449,462,Dua Lipa,Free
45,France,Deezer,Hip-Hop,255,192,The Weeknd,Free
24,France,Spotify,Reggae,98,150,The Weeknd,Free
58,Canada,Amazon Music,Metal,270,23,Adele,Premium
17,Australia,Spotify,Jazz,43,470,The Weeknd,Free
57,Australia,Tidal,Rock,583,6,The Weeknd,Free
27,Canada,Amazon Music,Hip-Hop,42,323,Bad Bunny,Free
14,Japan,Apple Music,Jazz,11,391,Drake,Free
51,UK,Apple Music,Hip-Hop,352,251,Drake,Free
52,Germany,Apple Music,Country,49,237,Taylor Swift,Premium
48,Canada,Deezer,Rock,591,409,Ed Sheeran,Premium
29,USA,Deezer,EDM,229,312,Taylor Swift,Premium
34,Germany,Apple Music,Metal,171,6,Billie Eilish,Free
30,India,Amazon Music,EDM,573,102,Drake,Premium
24,Canada,YouTube,Metal,486,130,Post Malone,Free
35,Germany,Spotify,Classical,394,164,Bad Bunny,Free
56,Brazil,Deezer,Pop,91,93,Dua Lipa,Free
36,UK,Apple Music,Reggae,527,172,BTS,Premium
34,Canada,Apple Music,Pop,527,232,The Weeknd,Premium
46,Germany,Tidal,Jazz,337,266,Drake,Free
57,France,Amazon Music,Jazz,481,380,Drake,Premium
25,UK,Apple Music,EDM,497,155,Taylor Swift,Premium
42,USA,Apple Music,Reggae,149,379,Bad Bunny,Premium
60,USA,Apple Music,Hip-Hop,547,488,Dua Lipa,Premium
59,Canada,Apple Music,Jazz,154,290,Drake,Premium
19,India,Deezer,R&B,194,391,The Weeknd,Free
40,USA,Spotify,Classical,546,209,The Weeknd,Premium
49,Canada,Apple Music,Hip-Hop,551,347,Post Malone,Free
13,Japan,YouTube,Hip-Hop,584,201,BTS,Premium
56,Australia,YouTube,Classical,463,140,Bad Bunny,Premium
44,Germany,YouTube,Metal,17,270,Post Malone,Premium
38,Japan,Tidal,Pop,261,404,Adele,Premium
27,USA,Spotify,Hip-Hop,91,142,Drake,Free
23,Brazil,YouTube,Pop,60,73,Billie Eilish,Premium
33,Australia,Amazon Music,Metal,267,9,Billie Eilish,Free
23,South Korea,Deezer,Hip-Hop,437,439,Bad Bunny,Free
47,India,Spotify,Rock,43,231,Post Malone,Free
34,UK,Deezer,Classical,492,315,BTS,Premium
39,South Korea,YouTube,Pop,524,386,Adele,Premium
47,Australia,Deezer,Country,285,208,Billie Eilish,Free
40,USA,Tidal,Reggae,231,169,Taylor Swift,Premium
28,South Korea,Spotify,R&B,374,23,Dua Lipa,Premium
59,France,Tidal,R&B,132,328,Dua Lipa,Free
43,UK,Spotify,Pop,298,51,Dua Lipa,Premium
28,Germany,Tidal,Pop,563,186,The Weeknd,Premium
32,Germany,Amazon Music,Rock,499,253,Bad Bunny,Premium
26,Germany,Deezer,EDM,243,497,Drake,Premium
21,India,Apple Music,Rock,446,485,BTS,Premium
55,USA,Amazon Music,Rock,559,482,Bad Bunny,Premium
59,UK,Amazon Music,R&B,39,367,Dua Lipa,Free
36,USA,Tidal,Metal,285,49,Dua Lipa,Premium
47,Canada,YouTube,Rock,106,11,Ed Sheeran,Free
35,Brazil,Tidal,Rock,387,164,Bad Bunny,Premium
44,Canada,Apple Music,Reggae,417,500,Dua Lipa,Premium
42,Japan,Tidal,Country,592,337,Drake,Premium
21,USA,Deezer,Reggae,26,120,Post Malone,Free
17,USA,Amazon Music,Reggae,502,178,Bad Bunny,Premium
44,Australia,Tidal,Classical,32,364,BTS,Free
32,France,Apple Music,Metal,129,216,BTS,Premium
37,Australia,Amazon Music,Classical,220,305,Adele,Premium
29,Germany,Tidal,R&B,86,55,Post Malone,Premium
17,Germany,YouTube,Reggae,483,85,Ed Sheeran,Premium
25,UK,YouTube,Jazz,596,473,Ed Sheeran,Free
55,Brazil,Spotify,EDM,314,276,BTS,Premium
55,France,Amazon Music,Pop,528,396,The Weeknd,Free
36,South Korea,YouTube,Hip-Hop,334,80,Billie Eilish,Premium
42,Japan,Apple Music,Metal,216,454,BTS,Premium
21,Canada,Spotify,EDM,569,266,Dua Lipa,Premium
53,USA,Apple Music,Country,579,477,BTS,Free
29,South Korea,YouTube,Country,167,485,Bad Bunny,Free
15,France,Tidal,Jazz,194,205,BTS,Free
29,France,Amazon Music,R&B,502,157,Post Malone,Premium
37,India,Apple Music,EDM,314,380,Adele,Premium
52,UK,Tidal,Classical,383,2,Billie Eilish,Premium
33,India,Tidal,Country,575,341,BTS,Free
29,Japan,Apple Music,Jazz,412,36,Dua Lipa,Premium
25,Japan,Spotify,Classical,342,116,BTS,Free
26,Japan,Deezer,Pop,299,140,Adele,Premium
43,Japan,Amazon Music,Pop,444,314,Drake,Free
48,USA,Deezer,Metal,485,106,Taylor Swift,Free
43,USA,Tidal,Jazz,48,221,Ed Sheeran,Free
25,France,YouTube,Jazz,255,424,Dua Lipa,Free
28,Japan,Tidal,R&B,341,325,Taylor Swift,Free
19,Germany,Amazon Music,R&B,285,358,Adele,Premium
39,France,Apple Music,Rock,96,340,BTS,Premium
42,Australia,Apple Music,Rock,393,175,Post Malone,Premium
18,Brazil,Apple Music,Reggae,406,41,Ed Sheeran,Premium
17,India,Spotify,Metal,175,472,Billie Eilish,Free
55,France,Tidal,Hip-Hop,409,253,Drake,Premium
50,Japan,Deezer,Hip-Hop,31,486,Post Malone,Premium
26,India,Apple Music,Hip-Hop,431,20,Dua Lipa,Premium
14,UK,YouTube,Metal,287,462,Ed Sheeran,Premium
20,Canada,YouTube,R&B,97,450,Bad Bunny,Premium
54,South Korea,Spotify,Classical,385,89,The Weeknd,Premium
23,Japan,YouTube,Rock,25,105,Post Malone,Premium
42,Germany,Apple Music,Jazz,350,479,BTS,Premium
32,USA,Amazon Music,Pop,258,417,Ed Sheeran,Free
54,India,YouTube,Hip-Hop,467,317,Dua Lipa,Free
13,Japan,Amazon Music,Classical,109,17,Bad Bunny,Premium
20,France,Amazon Music,Jazz,220,345,Bad Bunny,Premium
59,South Korea,Apple Music,EDM,260,134,Taylor Swift,Free
59,Brazil,Tidal,Classical,17,397,BTS,Free
52,France,Spotify,Rock,228,465,Bad Bunny,Free
29,South Korea,Tidal,EDM,363,186,Billie Eilish,Free
23,UK,YouTube,Pop,586,175,Adele,Free
59,Japan,Apple Music,EDM,204,326,Ed Sheeran,Premium
53,USA,Tidal,Jazz,332,189,Post Malone,Free
47,France,YouTube,R&B,175,107,The Weeknd,Premium
40,UK,Tidal,Metal,255,457,Ed Sheeran,Premium
49,USA,Amazon Music,Jazz,454,34,Billie Eilish,Free
30,Canada,Deezer,Rock,381,438,Taylor Swift,Premium
26,UK,YouTube,Jazz,458,435,Taylor Swift,Free
57,UK,Spotify,Rock,190,31,Bad Bunny,Premium
16,Canada,Deezer,Rock,248,491,Drake,Premium
42,Japan,Deezer,R&B,262,12,Taylor Swift,Premium
57,Australia,Tidal,Rock,476,90,Bad Bunny,Premium
25,France,Amazon Music,Rock,599,121,Dua Lipa,Premium
19,Canada,YouTube,Jazz,580,146,Dua Lipa,Premium
26,India,Deezer,Reggae,368,249,Ed Sheeran,Premium
21,Germany,Amazon Music,Rock,276,161,The Weeknd,Premium
59,Canada,Tidal,Hip-Hop,318,147,Adele,Premium
52,India,Deezer,Rock,532,98,Drake,Free
36,India,Deezer,EDM,377,350,BTS,Free
57,South Korea,Tidal,R&B,87,275,Ed Sheeran,Free
46,Brazil,Apple Music,Reggae,209,481,Billie Eilish,Premium
54,Brazil,YouTube,Jazz,371,91,Bad Bunny,Premium
44,India,YouTube,Country,400,283,Dua Lipa,Premium
55,India,Deezer,Pop,585,157,Ed Sheeran,Free
41,UK,Deezer,Reggae,579,211,Dua Lipa,Free
29,Canada,Apple Music,Country,451,195,Ed Sheeran,Premium
46,UK,Tidal,Reggae,593,408,Ed Sheeran,Free
14,Canada,Tidal,Hip-Hop,132,130,Taylor Swift,Free
30,France,Tidal,Metal,418,24,Taylor Swift,Free
22,Canada,Apple Music,Jazz,186,267,Ed Sheeran,Free
43,Canada,YouTube,Pop,421,361,Dua Lipa,Premium
44,India,Spotify,Hip-Hop,548,84,Ed Sheeran,Free
43,Canada,Spotify,Country,125,315,Billie Eilish,Premium
57,South Korea,Deezer,Reggae,77,259,Taylor Swift,Premium
27,Germany,Deezer,Classical,360,219,Post Malone,Premium
50,South Korea,Amazon Music,Rock,577,130,Billie Eilish,Free
53,Australia,YouTube,Reggae,98,488,Bad Bunny,Free
51,Japan,Apple Music,Rock,55,416,Drake,Free
32,Canada,Deezer,Classical,452,292,Bad Bunny,Free
16,South Korea,Amazon Music,Rock,72,156,Bad Bunny,Free
15,UK,YouTube,Country,409,498,Bad Bunny,Free
30,Germany,YouTube,Classical,530,405,Ed Sheeran,Free
48,Germany,Apple Music,Reggae,167,374,Adele,Free
22,South Korea,Apple Music,Jazz,221,321,Bad Bunny,Premium
24,South Korea,Apple Music,Rock,33,107,Ed Sheeran,Free
60,UK,Amazon Music,R&B,420,419,The Weeknd,Premium
59,South Korea,Deezer,Rock,576,101,Ed Sheeran,Premium
23,USA,YouTube,EDM,541,12,Ed Sheeran,Free
49,USA,Amazon Music,Reggae,35,111,Bad Bunny,Free
34,USA,Spotify,R&B,195,270,The Weeknd,Premium
53,Canada,Deezer,Country,442,447,Bad Bunny,Free
38,France,Deezer,R&B,579,253,Billie Eilish,Premium
13,Japan,Tidal,Rock,46,477,Billie Eilish,Premium
47,Australia,Apple Music,Pop,189,2,Adele,Free
52,Japan,Amazon Music,Hip-Hop,254,308,Post Malone,Premium
32,Canada,Amazon Music,Country,37,341,Dua Lipa,Premium
39,South Korea,Deezer,Rock,348,144,BTS,Free
45,Australia,Apple Music,Reggae,14,48,Drake,Premium
13,Canada,Spotify,Jazz,171,40,BTS,Premium
30,South Korea,Deezer,Classical,452,331,BTS,Free
27,Canada,Amazon Music,Hip-Hop,13,190,Post Malone,Premium
36,South Korea,Apple Music,Jazz,116,399,The Weeknd,Premium
18,Canada,Tidal,Classical,128,407,Post Malone,Free
35,UK,Amazon Music,Rock,173,203,Bad Bunny,Premium
15,USA,Apple Music,Jazz,86,455,Ed Sheeran,Free
50,Japan,Apple Music,Rock,557,147,Taylor Swift,Free
41,Australia,Apple Music,Metal,283,400,Adele,Free
49,India,Deezer,Classical,295,184,Dua Lipa,Premium
55,Australia,YouTube,Jazz,386,347,Bad Bunny,Premium
30,USA,Deezer,R&B,136,451,Ed Sheeran,Free
43,Canada,Amazon Music,Country,71,491,BTS,Premium
23,Japan,Tidal,Jazz,402,260,Post Malone,Free
58,Canada,Amazon Music,R&B,513,392,BTS,Premium
29,India,YouTube,Rock,202,129,Ed Sheeran,Free
21,UK,Spotify,Metal,146,23,Post Malone,Free
19,South Korea,Tidal,R&B,414,211,Adele,Premium
44,Australia,Spotify,Country,277,66,Post Malone,Premium
25,UK,Apple Music,Rock,273,251,Dua Lipa,Free
56,France,Apple Music,Rock,599,87,Post Malone,Free
18,France,Deezer,R&B,528,19,Drake,Free
38,Japan,Spotify,Metal,547,34,Dua Lipa,Premium
25,Brazil,Amazon Music,Classical,321,203,Post Malone,Premium
60,UK,Spotify,R&B,553,449,Bad Bunny,Free
39,USA,Apple Music,Pop,387,498,Bad Bunny,Free
46,India,Spotify,EDM,209,265,The Weeknd,Free
45,Canada,YouTube,EDM,594,91,Post Malone,Free
27,Australia,Tidal,Metal,591,366,Drake,Free
28,USA,Apple Music,Classical,343,448,The Weeknd,Free
26,UK,Spotify,Country,359,93,Taylor Swift,Premium
36,South Korea,YouTube,Metal,194,319,Post Malone,Premium
52,Japan,Tidal,Jazz,290,242,Post Malone,Premium
40,Germany,YouTube,Country,269,456,Adele,Free
15,Canada,Amazon Music,EDM,241,29,The Weeknd,Free
52,Australia,Tidal,Country,393,326,Drake,Free
43,UK,Tidal,Reggae,304,170,Bad Bunny,Free
42,Canada,Apple Music,Reggae,266,288,Taylor Swift,Free
49,Germany,YouTube,EDM,485,52,Bad Bunny,Premium
16,Germany,Deezer,Classical,151,19,Adele,Premium
46,Australia,Amazon Music,Classical,454,438,Adele,Premium
